idcode,age,married,never_1,grade,collgrad,south,smsa,c_city,industry,occupation,union,wage,ln_wage,hours,ttl_exp,tenure,collgrad_ttl_exp,race,un_union
3016,38,1,0,16,1,1,SMSA,0,Manufacturing,Craftsmen,0,14.71014,2.688537052,40,13.94231,10.41667,13.94231,0,1
3020,35,0,1,16,1,1,nonSMSA,0,Professional Services,Sales,0,10.61996,2.362735249,35,14.86539,10.91667,14.86539,1,1
3023,39,1,0,18,1,1,nonSMSA,0,Professional Services,Sales,0,6.384861,1.853929719,40,8.634615,2.916667,8.634615,1,1
3026,36,0,0,10,0,1,nonSMSA,0,Manufacturing,Operatives,0,2.697261,0.992236814,40,18.07692,0,0,0,1
3027,35,0,1,17,1,1,nonSMSA,0,Professional Services,Sales,,2.938808,1.078004057,20,6.538462,,6.538462,0,
3028,41,1,0,12,0,1,nonSMSA,0,Professional Services,Sales,0,2.785829,1.024545495,40,13.44231,9.833333,0,0,1
3035,42,1,0,17,1,1,SMSA,1,Professional Services,Other,0,5.265698,1.66121371,60,7.865385,7.75,7.865385,1,1
3036,39,1,0,18,1,1,SMSA,0,Professional Services,Other,0,12.77777,2.547706942,40,12.78846,8.75,12.78846,1,1
3037,35,1,0,18,1,1,SMSA,1,Professional Services,Other,0,4.64573,1.535948518,1,6.012821,0.6666667,6.012821,1,1
3038,39,1,0,12,0,0,SMSA,0,Manufacturing,Managers/admin,,5.852843,1.766927526,20,6.75,0.4166667,0,1,
3040,39,0,0,10,0,1,SMSA,0,Manufacturing,Service,,3.502414,1.253452445,40,15.42949,15,0,0,
3042,39,0,1,12,0,1,SMSA,0,Manufacturing,Operatives,0,4.830918,1.575036512,40,16.51282,14,0,0,1
3043,37,0,1,12,0,1,SMSA,0,Manufacturing,Professional/technical,1,16.47676,2.801950903,40,19.42308,8.5,0,0,0
3044,44,1,0,12,0,1,SMSA,0,Manufacturing,Operatives,0,6.771333,1.912697966,48,22.51282,22.5,0,1,1
3045,43,1,0,11,0,1,SMSA,0,Manufacturing,Operatives,0,5.53945,1.711895218,48,19.58333,5.5,0,1,1
3046,44,0,0,12,0,1,SMSA,0,Professional Services,Sales,,4.413701,1.484713567,35,12.51923,9.416667,0,0,
3047,35,0,1,14,0,1,SMSA,0,Public Administration,Sales,0,8.904991,2.186611906,40,13.91667,13.91667,0,0,1
3048,38,0,0,11,0,1,SMSA,0,Wholesale/Retail Trade,Operatives,1,2.697261,0.992236814,40,11.78846,9.833333,0,0,0
3049,39,1,0,16,1,1,SMSA,1,Professional Services,Professional/technical,0,11.03059,2.400672322,33,14.96154,3.083333,14.96154,1,1
3050,42,1,0,10,0,1,SMSA,0,Finance/Ins/Real Estate,Clerical/unskilled,0,5.53945,1.711895218,40,16.25641,0,0,1,1
3052,39,1,0,12,0,1,SMSA,0,Professional Services,Sales,0,4.64573,1.535948518,40,12.32692,2.833333,0,1,1
3056,45,0,0,9,0,1,SMSA,1,Manufacturing,Sales,1,14.1214,2.647691377,45,17.32692,0,0,0,0
3058,37,1,0,12,0,1,SMSA,0,Personal Services,Sales,0,5.917873,1.777977094,40,11.55769,1.333333,0,1,1
3059,40,1,0,17,1,1,SMSA,1,Ag/Forestry/Fisheries,Sales,0,10.62802,2.36349391,7,13.92949,1.333333,13.92949,1,1
3060,42,1,0,8,0,1,nonSMSA,0,Professional Services,Laborers,0,2.777777,1.021650968,30,10.25,10.25,0,0,1
3061,42,1,0,16,1,1,SMSA,0,Professional Services,Other,0,7.004828,1.946599626,42,9.243589,6.833333,9.243589,1,1
3062,35,0,0,12,0,1,SMSA,1,Professional Services,Sales,0,5.837359,1.764278469,40,17.65384,1.333333,0,1,1
3063,36,1,0,18,1,1,nonSMSA,0,Professional Services,Other,0,6.578098,1.883745646,40,10.38461,0.9166667,10.38461,1,1
3065,34,0,1,13,0,1,SMSA,0,Manufacturing,Craftsmen,0,5.06441,1.622237645,55,12.51282,5.833333,0,1,1
3066,44,1,0,16,1,1,nonSMSA,0,Manufacturing,Managers/admin,0,10.25765,2.328023769,40,15.75,11.41667,15.75,1,1
3069,36,1,0,12,0,1,SMSA,0,Finance/Ins/Real Estate,Clerical/unskilled,,5.972288,1.787130104,28,9.480769,1.583333,0,1,
3070,35,1,0,12,0,1,SMSA,1,Business/Repair Svc,Sales,,3.718949,1.313441101,20,14.11538,2.583333,0,1,
3072,41,1,0,12,0,1,nonSMSA,0,Professional Services,Sales,,2.628296,0.966335727,18,14.44231,2.083333,0,1,
3073,36,1,0,7,0,1,nonSMSA,0,Wholesale/Retail Trade,Managers/admin,0,4.066022,1.402665126,37,11.42949,5.166667,0,1,1
3078,45,1,0,17,1,0,SMSA,0,Professional Services,Professional/technical,1,16.49758,2.803213703,35,12.41667,8.416667,12.41667,0,0
3079,35,0,1,12,0,1,nonSMSA,0,Professional Services,Sales,0,3.293073,1.191821171,40,13.76282,13.75,0,0,1
3090,38,0,0,12,0,1,nonSMSA,0,Professional Services,Sales,0,2.884614,1.059391096,22,6.76923,0.1666667,0,0,1
3095,38,1,0,6,0,1,nonSMSA,0,Professional Services,Laborers,0,4.621576,1.530735772,40,13.44231,3.416667,0,0,1
3096,35,1,0,11,0,1,nonSMSA,0,Professional Services,Laborers,0,3.985505,1.382664029,35,10.16667,8.666667,0,0,1
3097,42,1,0,8,0,1,nonSMSA,0,Professional Services,Laborers,0,2.383252,0.868465942,37,6.935897,4,0,0,1
3098,37,1,0,12,0,1,nonSMSA,0,Finance/Ins/Real Estate,Sales,,4.222408,1.440405581,24,11.36539,2.5,0,1,
3099,44,0,0,8,0,1,nonSMSA,0,Professional Services,Laborers,0,3.679549,1.30279019,35,9.557693,3.833333,0,0,1
3106,39,0,0,12,0,1,SMSA,1,Wholesale/Retail Trade,Laborers,0,4.025765,1.392714955,30,15.78205,10.33333,0,0,1
3107,36,0,1,9,0,1,SMSA,1,Professional Services,Sales,0,5.06441,1.622237645,40,11,11,0,0,1
3108,39,1,0,18,1,1,SMSA,1,Professional Services,Other,1,8.599029,2.15164929,45,16.83333,16.83333,16.83333,0,0
3111,35,0,1,12,0,1,SMSA,1,Wholesale/Retail Trade,Sales,,4.322766,1.463895475,40,2.25,0.3333333,0,0,
3114,43,0,1,14,0,0,SMSA,1,Public Administration,Sales,1,9.066018,2.204533138,40,15.51923,6.583333,0,0,0
3115,41,1,0,12,0,1,SMSA,0,Manufacturing,Craftsmen,0,3.743959,1.320143608,40,18.62179,18.33333,0,0,1
3116,39,1,0,12,0,0,SMSA,0,Wholesale/Retail Trade,Managers/admin,,7.525084,2.018241973,65,5.596154,2.166667,0,0,
3118,43,1,0,9,0,1,SMSA,0,Manufacturing,Operatives,1,7.713361,2.04295402,40,18.6859,18.66667,0,1,0
3119,41,1,0,13,0,1,SMSA,0,Manufacturing,Professional/technical,0,9.758451,2.278133679,40,27.1923,8.333333,0,1,1
3120,41,0,0,9,0,1,nonSMSA,0,Entertainment/Rec Svc,Laborers,0,3.220612,1.169571404,40,5.153846,0.25,0,0,1
3122,44,1,0,18,1,1,nonSMSA,0,Professional Services,Other,0,8.518515,2.14224203,40,21.41667,21.41667,21.41667,0,1
3127,38,1,0,18,1,1,SMSA,1,Professional Services,Other,0,10.66828,2.367274853,45,19.51282,2.916667,19.51282,1,1
3132,35,0,0,16,1,1,nonSMSA,0,Entertainment/Rec Svc,Managers/admin,0,9.444442,2.24542642,41,17,17,17,1,1
3133,36,1,0,14,0,1,nonSMSA,0,Professional Services,Professional/technical,0,8.236711,2.108601114,40,17.79487,3.5,0,1,1
3135,39,1,0,12,0,1,SMSA,1,Manufacturing,Sales,0,6.223832,1.828385794,40,14,14,0,0,1
3138,45,1,0,16,1,1,SMSA,1,Professional Services,Professional/technical,1,4.516906,1.507827246,60,10.41667,10.41667,10.41667,1,0
3144,37,0,1,12,0,1,SMSA,1,Professional Services,Laborers,0,5.032206,1.615858457,32,14.76282,14.66667,0,0,1
3145,36,1,0,12,0,1,SMSA,1,Wholesale/Retail Trade,Managers/admin,0,4.838968,1.576701475,40,15.00641,15,0,0,1
3148,37,0,0,12,0,1,SMSA,1,Manufacturing,Operatives,0,2.818035,1.036039834,40,8.948718,5.333333,0,0,1
3151,41,0,1,12,0,1,SMSA,1,Personal Services,Laborers,0,4.694041,1.546293832,42,17.12179,3.416667,0,0,1
3156,42,0,0,12,0,1,SMSA,1,Wholesale/Retail Trade,Clerical/unskilled,0,4.64573,1.535948518,40,10,3.75,0,0,1
3157,40,0,0,12,0,1,SMSA,0,Professional Services,Sales,0,5.048307,1.61905294,40,18.40385,17.16667,0,0,1
3158,38,0,0,12,0,1,nonSMSA,0,Professional Services,Laborers,0,4.025765,1.392714955,40,9.865385,1.083333,0,0,1
3159,43,1,0,18,1,0,SMSA,0,,Other,1,13.01932,2.566434408,40,12.01923,5.416667,12.01923,1,0
3164,35,1,0,18,1,0,SMSA,0,Professional Services,Other,0,11.22383,2.418039197,40,13.64744,11.83333,13.64744,0,1
3166,44,1,0,10,0,1,SMSA,0,Professional Services,Laborers,0,2.938808,1.078004057,12,11.34615,0,0,0,1
3169,35,1,0,12,0,1,SMSA,0,Personal Services,Laborers,0,5.442833,1.694299697,37,14.57692,4,0,1,1
3170,39,0,0,9,0,1,nonSMSA,0,Personal Services,Laborers,0,3.663445,1.298403962,55,14.28846,2.833333,0,1,1
3171,40,0,1,12,0,1,nonSMSA,0,Manufacturing,Craftsmen,0,6.843801,1.923343279,43,17.92308,12.83333,0,1,1
3172,40,0,0,12,0,0,SMSA,0,Professional Services,Managers/admin,0,15.48309,2.739748461,35,19.08333,19.08333,0,1,1
3173,43,0,0,10,0,1,SMSA,0,Manufacturing,Operatives,0,5.990337,1.790147671,40,8.910256,8.5,0,1,1
3174,40,1,0,12,0,0,SMSA,0,Business/Repair Svc,Laborers,,4.180602,1.430455255,20,13.07692,1.666667,0,0,
3175,40,0,1,16,1,0,SMSA,1,Public Administration,Professional/technical,0,11.03059,2.400672322,40,15.64744,13.66667,15.64744,1,1
3179,34,1,0,12,0,1,nonSMSA,0,Wholesale/Retail Trade,Sales,0,8.05153,2.085862135,40,15.01282,4.083333,0,1,1
3181,36,1,0,17,1,1,nonSMSA,0,Professional Services,Other,0,11.0628,2.403588129,35,12.55769,9.833333,12.55769,1,1
3182,43,1,0,12,0,1,nonSMSA,0,Manufacturing,Sales,0,6.038648,1.798180146,40,20.3782,16.33333,0,1,1
3185,35,1,0,12,0,1,nonSMSA,0,Manufacturing,Operatives,,7.357856,1.995768586,40,9.211537,0.75,0,1,
3186,37,1,0,12,0,1,SMSA,1,Manufacturing,Operatives,1,6.537838,1.87760653,45,13.13462,11.16667,0,0,0
3188,42,0,1,13,0,1,nonSMSA,0,Manufacturing,Operatives,1,3.4219,1.230195952,40,16.96795,10.33333,0,0,0
3189,37,1,0,12,0,1,nonSMSA,0,Manufacturing,Operatives,0,6.626406,1.891062576,48,11.17949,3.416667,0,0,1
3191,35,1,0,9,0,1,SMSA,1,Manufacturing,Operatives,0,7.246377,1.98050162,40,14.46795,11.91667,0,0,1
3195,44,0,0,12,0,1,nonSMSA,0,Manufacturing,Operatives,0,4.790658,1.566667772,42,18.67308,16.16667,0,0,1
3197,37,1,0,11,0,1,nonSMSA,0,Wholesale/Retail Trade,Laborers,,2.090301,0.737308075,24,13.08974,10.33333,0,0,
3198,40,1,0,9,0,1,nonSMSA,0,Personal Services,Transport,0,3.526568,1.26032516,8,9.75,0.9166667,0,0,1
3199,37,0,0,12,0,1,nonSMSA,0,Personal Services,Transport,0,1.151368,0.140950801,35,3.5,,0,0,1
3200,40,1,0,12,0,1,nonSMSA,0,Professional Services,Professional/technical,0,6.199676,1.824497033,15,7.692308,2.5,0,0,1
3202,38,0,0,15,0,1,nonSMSA,0,Finance/Ins/Real Estate,Sales,0,8.57859,2.149269564,45,15.37821,0.9166667,0,1,1
3203,38,1,0,11,0,1,nonSMSA,0,Manufacturing,Sales,0,5.434783,1.692819593,48,13.78846,12.41667,0,1,1
3204,45,0,0,18,1,1,nonSMSA,0,Professional Services,Professional/technical,0,11.6103,2.451892635,40,17.75,17.75,17.75,1,1
3205,38,1,0,9,0,1,nonSMSA,0,Professional Services,Professional/technical,0,4.227053,1.44150506,40,14.10897,4.75,0,0,1
3208,40,1,0,12,0,1,SMSA,0,Professional Services,Laborers,0,5.233495,1.655079315,40,13.42949,13.41667,0,0,1
3209,36,0,1,12,0,1,nonSMSA,0,Wholesale/Retail Trade,Laborers,0,2.415459,0.881889331,25,8.980769,1.75,0,0,1
3211,36,1,0,8,0,1,nonSMSA,0,Wholesale/Retail Trade,Laborers,0,4.186793,1.431935047,43,10.10256,2.916667,0,0,1
3212,42,1,0,10,0,1,nonSMSA,0,Manufacturing,Operatives,1,4.025765,1.392714955,30,13.73077,8.5,0,0,0
3214,42,0,1,12,0,1,SMSA,1,Wholesale/Retail Trade,Sales,0,5.072463,1.623826498,40,16.86539,,0,0,1
3215,44,1,0,12,0,1,nonSMSA,0,Personal Services,Sales,0,3.887958,1.357884084,20,8.916667,8.916667,0,0,1
3217,37,0,0,13,0,1,SMSA,1,Transport/Comm/Utility,Operatives,1,8.132044,2.095812306,20,6.442308,3,0,0,0
3218,41,0,0,12,0,1,SMSA,0,Professional Services,Laborers,0,5.346215,1.676388834,40,16.78846,8.833333,0,0,1
3219,38,1,0,18,1,0,SMSA,1,Professional Services,Managers/admin,0,11.77133,2.465666914,50,12.96795,5.166667,12.96795,1,1
3222,44,0,1,17,1,1,nonSMSA,0,Professional Services,Other,0,8.937197,2.190222005,52,20.33333,20.33333,20.33333,0,1
3227,39,0,0,9,0,1,nonSMSA,0,Personal Services,Transport,,2.926421,1.073780175,12,10.0641,2.75,0,0,
3228,36,0,1,12,0,1,nonSMSA,0,Professional Services,Laborers,1,2.73752,1.007052401,38,14.66667,14.66667,0,0,0
3229,44,1,0,10,0,1,nonSMSA,0,Wholesale/Retail Trade,Laborers,0,2.898549,1.064210267,40,2.333333,0.8333333,0,1,1
3231,40,1,0,12,0,1,nonSMSA,0,Professional Services,Laborers,0,2.987117,1.094308708,30,9.833333,9.833333,0,1,1
3232,35,1,0,10,0,1,nonSMSA,0,Wholesale/Retail Trade,Sales,0,5.161031,1.641136366,45,17.08333,12.58333,0,1,1
3235,43,1,0,12,0,1,nonSMSA,0,Finance/Ins/Real Estate,Managers/admin,0,7.801928,2.054370883,40,17.34615,16.83333,0,1,1
3236,43,1,0,10,0,1,nonSMSA,0,Manufacturing,Operatives,0,2.818035,1.036039834,40,14.51923,7.333333,0,0,1
3238,39,1,0,12,0,1,nonSMSA,0,Professional Services,Laborers,,1.930993,0.658034378,40,13.42949,2.583333,0,0,
3239,36,0,0,11,0,1,nonSMSA,0,Manufacturing,Operatives,0,3.502414,1.253452445,40,8.307693,1.083333,0,0,1
3240,38,0,1,10,0,1,nonSMSA,0,Wholesale/Retail Trade,Operatives,0,3.019324,1.105032965,40,8.673077,3.666667,0,0,1
3243,35,1,0,12,0,1,nonSMSA,0,Finance/Ins/Real Estate,Managers/admin,0,6.191625,1.823197572,40,16.97436,7.416667,0,1,1
3245,34,1,0,12,0,1,SMSA,1,Professional Services,Sales,0,2.874396,1.055842565,35,8.608974,2.666667,0,1,1
3246,43,0,0,12,0,1,nonSMSA,0,Professional Services,Laborers,0,3.075684,1.123527316,40,6.198718,2.166667,0,1,1
3247,41,1,0,12,0,1,nonSMSA,0,Finance/Ins/Real Estate,Sales,0,3.623188,1.287354301,23,9.02564,0.1666667,0,1,1
3248,45,1,0,12,0,1,nonSMSA,0,Wholesale/Retail Trade,Sales,0,3.099838,1.131349852,25,4.320513,1.583333,0,1,1
3250,36,0,0,9,0,0,nonSMSA,0,Professional Services,Laborers,,40.19808,3.693819233,40,3.666667,1.833333,0,1,
3252,40,1,0,9,0,1,nonSMSA,0,Personal Services,Transport,0,1.892108,0.637691551,28,3.24359,0.9166667,0,1,1
3253,36,1,0,12,0,1,nonSMSA,0,Wholesale/Retail Trade,Clerical/unskilled,,40.19808,3.693819233,40,14.8718,3.416667,0,1,
3255,42,1,0,17,1,1,SMSA,0,Professional Services,Other,1,7.069242,1.955753261,50,14.42308,8.916667,14.42308,1,0
3256,39,1,0,12,0,1,SMSA,0,Professional Services,Sales,0,4.130433,1.418382244,45,11.69231,7.416667,0,1,1
3258,38,1,0,16,1,1,SMSA,1,Professional Services,Other,1,6.811594,1.91862616,50,17.44231,5.833333,17.44231,1,0
3259,35,1,0,12,0,1,SMSA,1,Finance/Ins/Real Estate,Sales,0,6.972622,1.941991338,40,7.070513,4.5,0,1,1
3260,38,0,0,12,0,1,nonSMSA,0,,,0,2.926421,1.073780175,10,5.288462,1.416667,0,1,1
3263,36,1,0,16,1,1,SMSA,0,Professional Services,Other,0,4.114329,1.414475759,40,14.12821,11.66667,14.12821,1,1
3264,36,1,0,10,0,1,nonSMSA,0,Professional Services,Laborers,0,4.396134,1.480725518,40,9.807692,7.333333,0,1,1
3266,39,0,0,12,0,1,nonSMSA,0,Professional Services,Laborers,0,2.858293,1.050224593,28,5.769231,1.25,0,0,1
3268,40,1,0,10,0,0,SMSA,1,Manufacturing,Operatives,1,10.77,2.376764491,40,7.153846,2.666667,0,0,0
3270,37,1,0,13,0,1,SMSA,0,Public Administration,Sales,,5.17354,1.643557174,40,14.78205,7,0,0,
3276,42,1,0,15,0,1,SMSA,1,Professional Services,Professional/technical,0,11.35266,2.429452078,40,19.05769,1.333333,0,0,1
3277,36,0,0,16,1,1,SMSA,1,Professional Services,Sales,0,5.805152,1.758745799,40,12.73077,0.6666667,12.73077,0,1
3278,39,0,0,12,0,1,SMSA,1,Professional Services,Laborers,0,4.549112,1.514932049,40,9.519231,1.833333,0,0,1
3280,36,0,0,11,0,1,SMSA,1,Public Administration,Sales,1,4.975842,1.604594603,40,6.474359,2.25,0,0,0
3281,35,1,0,16,1,1,SMSA,0,Professional Services,Other,,8.361203,2.123602316,40,10.13461,0.3333333,10.13461,0,
3282,34,0,0,17,1,1,SMSA,1,Business/Repair Svc,Sales,1,4.025765,1.392714955,50,5.730769,1.666667,5.730769,0,0
3289,36,1,0,12,0,1,SMSA,0,Professional Services,Laborers,0,5.805152,1.758745799,40,11.91026,7.583333,0,1,1
3290,44,0,0,13,0,1,SMSA,0,Wholesale/Retail Trade,Managers/admin,0,8.945245,2.191122106,45,16.23077,3,0,1,1
3291,42,1,0,16,1,1,SMSA,0,Professional Services,Other,0,10.15297,2.317766274,45,15.23077,13.83333,15.23077,1,1
3292,40,1,0,12,0,1,SMSA,0,Public Administration,Sales,0,6.191625,1.823197572,40,17.76923,5.5,0,1,1
3293,37,1,0,12,0,1,SMSA,0,Wholesale/Retail Trade,Sales,0,5.636071,1.729187192,40,16.83333,16.83333,0,1,1
3294,43,1,0,13,0,1,SMSA,0,Professional Services,Sales,0,5.636071,1.729187192,20,13.42308,5.75,0,1,1
3300,41,1,0,16,1,1,SMSA,0,Wholesale/Retail Trade,Managers/admin,0,12.58454,2.532469076,16,11.69231,3.5,11.69231,1,1
3303,40,1,0,14,0,1,nonSMSA,0,Construction,Sales,,4.180602,1.430455255,48,6.628205,0.1666667,0,1,
3305,45,1,0,12,0,1,SMSA,0,Professional Services,Sales,0,7.020929,1.948895545,15,16.5,1.416667,0,1,1
3312,37,0,0,12,0,1,SMSA,1,Professional Services,Laborers,,3.135451,1.142773023,40,8.903846,4.916667,0,0,
3316,41,1,0,12,0,1,SMSA,1,Manufacturing,Sales,0,5.579708,1.719136445,40,9.923077,2.666667,0,1,1
3317,44,1,0,15,0,1,SMSA,0,Manufacturing,Sales,0,9.782605,2.280605808,38,16.96154,16.33333,0,1,1
3318,42,0,0,17,1,1,SMSA,1,Professional Services,Other,0,4.331721,1.465964923,,16.30769,13.25,16.30769,1,1
3319,36,0,0,12,0,1,SMSA,1,Wholesale/Retail Trade,Clerical/unskilled,,40.19808,3.693819233,40,9.961538,0.8333333,0,1,
3320,34,1,0,12,0,1,SMSA,1,Professional Services,Laborers,0,3.887958,1.357884084,30,13.76923,3.666667,0,1,1
3325,41,1,0,18,1,1,SMSA,0,Professional Services,Craftsmen,0,12.58454,2.532469076,40,17.53846,3.416667,17.53846,1,1
3326,40,1,0,12,0,1,SMSA,1,Business/Repair Svc,Sales,,2.612876,0.96045153,32,14.42949,0,0,0,
3328,41,0,0,14,0,1,SMSA,1,Public Administration,Professional/technical,0,5.837359,1.764278469,40,12.16667,3,0,0,1
3332,35,0,1,12,0,1,SMSA,0,Public Administration,Sales,0,10.06441,2.309005438,40,11.76282,9.833333,0,1,1
3333,42,1,0,18,1,1,nonSMSA,0,Professional Services,Other,0,7.809981,2.055402531,50,16.83333,16.83333,16.83333,1,1
3337,44,0,0,12,0,1,SMSA,0,Wholesale/Retail Trade,Managers/admin,0,2.415459,0.881889331,50,10.76923,1.75,0,1,1
3342,39,0,0,12,0,1,SMSA,1,Professional Services,Laborers,1,4.074072,1.404642991,30,16.08333,16.08333,0,0,0
3344,41,0,0,12,0,1,SMSA,1,Public Administration,Professional/technical,1,6.771333,1.912697966,40,18.19872,0,0,0,0
3346,41,1,0,15,0,0,SMSA,0,Professional Services,Professional/technical,0,7.045088,1.952330636,40,8.602565,2.5,0,1,1
3347,41,1,0,12,0,1,SMSA,1,Professional Services,Sales,0,4.025765,1.392714955,40,8.333333,8.333333,0,1,1
3353,44,1,0,18,1,1,SMSA,0,Professional Services,Other,0,10.83736,2.382999424,60,14.84615,14.83333,14.84615,1,1
3355,39,1,0,18,1,1,SMSA,0,Professional Services,Other,0,10.45088,2.346686185,40,13.6218,12.83333,13.6218,1,1
3356,40,1,0,12,0,1,nonSMSA,0,Personal Services,Clerical/unskilled,,3.001791,1.099209111,15,12.39103,0.3333333,0,1,
3357,41,0,0,12,0,0,SMSA,1,Finance/Ins/Real Estate,Sales,0,11.50563,2.442836481,35,20.19872,20.08333,0,0,1
3359,43,1,0,12,0,1,SMSA,1,Entertainment/Rec Svc,Laborers,0,1.811594,0.594207121,20,14.13461,3.416667,0,0,1
3362,40,0,1,12,0,1,SMSA,1,Wholesale/Retail Trade,Laborers,0,4.852005,1.579392022,35,13.42308,6.666667,0,0,1
3366,44,1,0,14,0,0,SMSA,0,Manufacturing,Sales,0,7.246377,1.98050162,40,10.82692,9.166667,0,1,1
3368,44,0,0,12,0,1,SMSA,0,Manufacturing,Craftsmen,0,5.233495,1.655079315,50,11.82692,3.666667,0,1,1
3372,42,0,0,13,0,1,SMSA,0,Entertainment/Rec Svc,Service,0,4.227053,1.44150506,40,9.634615,1.583333,0,1,1
3374,44,1,0,12,0,1,SMSA,1,Finance/Ins/Real Estate,Managers/admin,0,8.260865,2.111529304,45,19.19231,16.08333,0,1,1
3376,35,1,0,18,1,1,SMSA,0,Professional Services,Other,1,5.611914,1.724891838,53,7.358974,5.916667,7.358974,0,0
3378,42,1,0,8,0,1,SMSA,0,Wholesale/Retail Trade,Operatives,0,2.697261,0.992236814,30,4.038462,0.0833333,0,0,1
3381,39,0,0,16,1,0,SMSA,1,Professional Services,Professional/technical,0,11.50563,2.442836481,35,13.78846,1.25,13.78846,0,1
3382,35,1,0,12,0,1,SMSA,1,Professional Services,Sales,1,4.227053,1.44150506,40,10.42949,0.3333333,0,0,0
3386,39,1,0,12,0,1,SMSA,0,Wholesale/Retail Trade,Managers/admin,0,7.801928,2.054370883,40,13.96154,11.25,0,0,1
3387,37,0,1,12,0,0,SMSA,1,Public Administration,Sales,0,8.582928,2.149775114,35,17.89744,6,0,0,1
3389,44,1,0,12,0,1,SMSA,1,Manufacturing,Operatives,1,4.025765,1.392714955,40,15.01923,0,0,0,0
3391,39,1,0,12,0,1,SMSA,0,Professional Services,Sales,0,4.283414,1.454750355,55,16.01923,11.75,0,0,1
3392,38,0,0,14,0,1,SMSA,1,Personal Services,Sales,0,5.032206,1.615858457,40,15.65385,0,0,0,1
3393,35,1,0,16,1,1,SMSA,0,Public Administration,Sales,0,10.83736,2.382999424,40,6.916667,0,6.916667,0,1
3394,36,0,0,16,1,1,SMSA,0,Professional Services,Professional/technical,0,11.6103,2.451892635,40,16.8782,8.416667,16.8782,0,1
3399,34,1,0,12,0,1,SMSA,1,Manufacturing,Operatives,,3.051839,1.11574436,40,10.78846,1.75,0,1,
3400,36,1,0,14,0,1,SMSA,0,Wholesale/Retail Trade,Sales,0,3.872784,1.353973628,40,12.82051,4.666667,0,1,1
3402,41,0,0,9,0,1,SMSA,0,Manufacturing,Operatives,0,5.096617,1.628576986,40,16.17308,9.916667,0,0,1
3403,37,1,0,12,0,1,SMSA,0,Manufacturing,Operatives,0,6.441224,1.862718584,40,16.13461,3.916667,0,0,1
3406,42,1,0,11,0,1,SMSA,0,Professional Services,Sales,0,6.449271,1.863967101,40,20.33333,20.33333,0,1,1
3407,38,1,0,12,0,1,SMSA,0,Professional Services,Craftsmen,0,4.122383,1.416431394,46,7.480769,3.166667,0,1,1
3408,41,1,0,12,0,0,SMSA,0,Professional Services,Sales,0,4.879225,1.584986396,32,5.288462,1.75,0,1,1
3410,41,0,0,15,0,1,nonSMSA,0,Finance/Ins/Real Estate,Sales,0,6.787434,1.915072961,40,17.13461,9.166667,0,1,1
3411,35,0,0,13,0,1,SMSA,1,Public Administration,Sales,1,9.057972,2.203645254,40,3.544872,1.583333,0,1,0
3412,43,1,0,12,0,1,nonSMSA,0,Wholesale/Retail Trade,Sales,,2.616747,0.961931943,40,9.115385,6.25,0,1,
3413,42,0,0,12,0,1,SMSA,0,Professional Services,Sales,0,5.829306,1.762897954,40,9.134615,7.666667,0,1,1
3414,38,1,0,18,1,1,SMSA,1,Professional Services,Sales,,8.709585,2.164424143,12,8.326923,1.583333,8.326923,1,
3416,40,0,0,13,0,1,SMSA,1,Transport/Comm/Utility,Service,1,7.045088,1.952330636,40,10.33333,6.916667,0,0,0
3418,35,1,0,16,1,1,SMSA,1,Professional Services,Other,1,7.745568,2.047120809,40,10.80128,3.083333,10.80128,0,0
3419,37,1,0,12,0,1,SMSA,0,Professional Services,Laborers,1,4.838707,1.576647536,35,10.84615,0.4166667,0,0,0
3423,42,0,0,10,0,1,SMSA,1,Personal Services,Transport,0,2.415459,0.881889331,20,4.717948,0.3333333,0,0,1
3424,38,1,0,12,0,1,SMSA,1,Wholesale/Retail Trade,Craftsmen,,4.180602,1.430455255,40,15.13462,0.75,0,0,
3429,39,1,0,12,0,1,SMSA,1,Personal Services,Laborers,0,3.486311,1.248844157,15,8.884615,0.5,0,0,1
3431,41,0,0,11,0,1,SMSA,1,Wholesale/Retail Trade,Sales,0,4.452495,1.493464613,17,3.51282,1.916667,0,0,1
3434,37,1,0,9,0,1,nonSMSA,0,Wholesale/Retail Trade,Clerical/unskilled,0,4.412238,1.484382044,40,15.03846,8.583333,0,0,1
3435,41,0,0,8,0,0,SMSA,1,Manufacturing,Operatives,1,10.70853,2.37104062,40,16.16667,16.16667,0,0,0
3439,35,1,0,12,0,1,nonSMSA,0,Manufacturing,Sales,0,4.991946,1.607825814,40,16.02564,15.91667,0,0,1
3441,39,1,0,12,0,0,SMSA,1,Professional Services,Laborers,0,5.636071,1.729187192,40,18.07051,18,0,0,1
3442,37,0,0,13,0,0,SMSA,1,Professional Services,Laborers,0,6.352657,1.848873151,40,18.38461,18.33333,0,0,1
3443,43,0,1,14,0,1,nonSMSA,0,Manufacturing,Operatives,0,3.623188,1.287354301,40,20.38461,1.333333,0,0,1
3445,39,0,0,12,0,0,SMSA,1,Finance/Ins/Real Estate,Managers/admin,1,7.342991,1.993746253,40,18.94872,3.25,0,1,0
